sector_score,location_id,score_a,risk_a,score_b,risk_b,risk_c,score_mv,risk_d,risk_e,risk_f,control_risk
59.85,21,0.2,0.042,0.2,0.0,1.0,0.2,0.066,0.8,0.0,0.8
59.85,1,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
59.85,21,0.2,0.084,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
59.85,28,0.2,0.008,0.2,0.0,1.0,0.2,0.044000000000000004,0.4,0.0,0.4
59.85,14,0.2,0.0,0.2,0.044000000000000004,1.0,0.2,0.0,0.4,0.0,0.4
59.85,43,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,32,0.2,0.057999999999999996,0.2,0.078,2.2,0.2,0.01,0.4,0.0,0.4
55.57,9,0.2,0.0,0.4,0.784,1.0,0.2,0.08,0.4,0.0,0.4
55.57,6,0.6,1.344,0.6,4.356,1.0,0.2,0.048,0.4,0.0,0.4
55.57,6,0.2,0.124,0.2,0.084,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.4,0.68,0.6,3.5460000000000003,1.0,0.2,0.736,0.8,0.0,0.8
55.57,8,0.2,0.19,0.2,0.14400000000000002,1.0,0.2,0.0,0.8,0.0,0.8
55.57,2,0.2,0.0,0.2,0.0,2.2,0.6,51.03,1.2,0.0,1.2
55.57,2,0.6,1.554,0.6,67.14,1.0,0.4,3.388,1.2,0.0,1.2
55.57,2,0.6,3.888,0.6,25.848000000000003,1.0,0.6,151.872,1.2,1.2,2.4
55.57,4,0.4,0.48,0.2,0.10800000000000001,1.0,0.2,0.09,0.4,0.0,0.4
55.57,4,0.2,0.052000000000000005,0.2,0.042,1.0,0.2,0.01,0.4,0.0,0.4
55.57,5,0.2,0.14,0.2,0.038,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.4,0.636,0.2,0.026000000000000002,1.0,0.2,0.022000000000000002,0.4,0.0,0.4
55.57,19,0.2,0.0,0.2,0.0,1.0,0.2,0.004,0.4,0.0,0.4
55.57,19,0.6,1.8840000000000001,0.6,2.9819999999999998,1.0,0.4,2.5639999999999996,0.4,0.4,0.8
55.57,20,0.2,0.136,0.4,0.588,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.134,0.4,0.684,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.6,1.524,0.6,3.312,1.0,0.2,0.098,0.4,0.0,0.4
55.57,11,0.4,0.736,0.6,2.55,1.0,0.2,0.16399999999999998,0.4,0.0,0.4
55.57,8,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.6,1.86,0.6,2.7960000000000003,1.0,0.2,0.11800000000000001,0.4,0.0,0.4
55.57,12,0.2,0.158,0.2,0.092,1.0,0.2,0.055999999999999994,0.4,0.0,0.4
55.57,12,0.2,0.076,0.2,0.018000000000000002,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.6,1.446,0.6,2.8139999999999996,1.0,0.2,0.05,0.4,0.0,0.4
55.57,8,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,29,0.4,0.504,0.4,0.632,1.0,0.4,2.6,0.4,0.0,0.4
55.57,29,0.2,0.12,0.2,0.092,1.0,0.2,0.0,0.4,0.0,0.4
55.57,2,0.4,0.496,0.6,1.3619999999999999,1.0,0.2,0.0,1.2,0.0,1.2
55.57,1,0.2,0.0,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
55.57,44,0.2,0.00011999999999999999,0.4,0.444,1.0,0.2,0.0,1.2,0.0,1.2
55.57,9,0.4,0.596,0.6,1.4040000000000001,1.0,0.2,0.05,0.4,0.0,0.4
55.57,32,0.4,0.508,0.6,1.2,1.0,0.2,0.036000000000000004,0.4,0.0,0.4
55.57,16,0.6,1.452,0.6,2.1180000000000003,1.0,0.4,2.524,0.4,0.0,0.4
55.57,15,0.2,0.138,0.2,0.162,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.4,0.74,0.6,2.496,1.0,0.2,0.102,0.4,0.0,0.4
55.57,15,0.4,0.74,0.6,2.496,1.0,0.2,0.33,0.4,0.0,0.4
55.57,13,0.6,1.47,0.6,3.282,1.0,0.4,2.244,0.4,0.0,0.4
55.57,13,0.2,0.10800000000000001,0.2,0.134,1.0,0.2,0.0,0.4,0.0,0.4
55.57,22,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,18,0.4,0.58,0.6,3.4739999999999998,1.0,0.2,0.138,0.4,0.0,0.4
55.57,6,0.2,0.168,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,6,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,6,0.2,0.022000000000000002,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,16,0.2,0.098,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,6,0.2,0.08199999999999999,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,25,0.2,0.11199999999999999,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,6,0.2,0.174,0.2,0.0,1.0,0.2,0.02,0.4,0.0,0.4
55.57,25,0.2,0.1,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,6,0.2,0.0,0.2,0.0,1.0,0.2,0.004,0.4,0.0,0.4
55.57,6,0.2,0.076,0.2,0.098,1.0,0.2,0.0,0.4,0.0,0.4
55.57,6,0.2,0.0,0.2,0.006,1.0,0.2,0.0,0.4,0.0,0.4
55.57,37,0.2,0.034,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.168,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,37,0.2,0.098,0.6,2.8680000000000003,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.134,0.2,0.08199999999999999,1.0,0.2,0.198,0.8,0.0,0.8
55.57,8,0.2,0.09,0.6,4.962,1.0,0.4,3.772,0.8,0.0,0.8
55.57,8,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,8,0.2,0.136,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,8,0.2,0.198,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,8,0.2,0.057999999999999996,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,8,0.4,0.6679999999999999,0.2,0.0,1.0,0.2,0.012,0.8,0.0,0.8
55.57,8,0.4,0.42,0.6,1.3019999999999998,1.0,0.2,0.0,0.8,0.0,0.8
55.57,2,0.2,0.14800000000000002,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
55.57,2,0.2,0.0,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
55.57,4,0.2,0.102,0.4,0.544,1.0,0.2,0.0,0.4,0.0,0.4
55.57,4,0.2,0.14800000000000002,0.2,0.0,1.0,0.2,0.03,0.4,0.0,0.4
55.57,4,0.2,0.0,0.4,0.52,1.0,0.2,0.0,0.4,0.0,0.4
55.57,4,0.2,0.098,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,4,0.2,0.146,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,4,0.2,0.055999999999999994,0.2,0.05,1.0,0.2,0.0,0.4,0.0,0.4
55.57,4,0.2,0.064,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,14,0.2,0.042,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,14,0.4,0.652,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,36,0.2,0.16,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,43,0.2,0.166,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.114,0.4,0.504,1.0,0.2,0.02,0.4,0.0,0.4
55.57,5,0.2,0.142,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.03,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.4,0.504,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.0,0.2,0.0,1.0,0.2,0.002,0.4,0.0,0.4
55.57,43,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.018000000000000002,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.102,0.2,0.006,1.0,0.2,0.0,0.4,0.0,0.4
55.57,5,0.2,0.098,0.2,0.0,1.0,0.2,0.004,0.4,0.0,0.4
55.57,19,0.4,0.44,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.4,0.456,0.2,0.0,1.0,0.2,0.0,0.8,0.0,0.8
55.57,19,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,19,0.6,1.38,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,19,0.4,0.64,0.2,0.098,1.0,0.6,53.004,0.4,0.0,0.4
55.57,19,0.4,0.596,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,19,0.2,0.048,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,19,0.2,0.084,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,19,0.4,0.428,0.2,0.032,1.0,0.2,0.0,0.4,0.0,0.4
55.57,22,0.4,0.556,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,22,0.2,0.013999999999999999,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.098,0.2,0.08,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.17600000000000002,0.2,0.10800000000000001,1.0,0.2,0.022000000000000002,0.4,0.0,0.4
55.57,19,0.2,0.0,0.4,0.696,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.4,0.512,0.2,0.0,1.0,0.2,0.044000000000000004,0.4,0.0,0.4
55.57,9,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.042,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.184,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.034,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.052000000000000005,0.2,0.00042,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.156,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,11,0.2,0.196,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,11,0.2,0.054000000000000006,0.2,0.00033999999999999997,1.0,0.2,0.0,0.4,0.0,0.4
55.57,11,0.2,0.08199999999999999,0.2,0.022000000000000002,1.0,0.2,0.0,0.4,0.0,0.4
55.57,11,0.2,0.14800000000000002,0.2,0.0,1.0,0.2,0.142,0.4,0.0,0.4
55.57,11,0.2,0.16399999999999998,0.6,1.7519999999999998,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.0,0.6,7.007999999999999,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.122,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.124,0.2,0.094,1.0,0.2,0.11599999999999999,0.4,0.0,0.4
55.57,12,0.2,0.0,0.2,0.0,1.0,0.2,0.7140000000000001,0.4,0.0,0.4
55.57,12,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.4,0.43200000000000005,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.14,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.4,0.544,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.0,0.6,3.1439999999999997,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.064,0.2,0.034,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.066,0.2,0.00026000000000000003,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.4,0.43200000000000005,0.2,0.184,1.0,0.2,0.008,0.4,0.0,0.4
55.57,8,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.12,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,27,0.2,0.152,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,27,0.2,0.0,0.6,1.794,1.0,0.2,0.012,0.4,0.0,0.4
55.57,29,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,29,0.2,0.098,0.2,0.055999999999999994,1.0,0.2,0.013999999999999999,0.4,0.0,0.4
55.57,29,0.2,0.0,0.2,0.162,1.0,0.2,0.0,0.4,0.0,0.4
55.57,29,0.2,0.08199999999999999,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,27,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,29,0.2,0.16399999999999998,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,29,0.2,0.064,0.2,0.00018,1.0,0.2,0.0,0.4,0.0,0.4
55.57,27,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,2,0.2,0.0,0.2,0.0,1.0,0.2,0.0,1.2,0.0,1.2
55.57,2,0.4,0.424,0.2,0.126,1.0,0.2,0.18,1.2,0.0,1.2
55.57,28,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,28,0.2,0.0,0.2,0.0,1.0,0.2,0.026000000000000002,0.4,0.0,0.4
55.57,17,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.102,0.4,0.652,1.0,0.2,0.36,0.4,0.0,0.4
55.57,9,0.4,0.424,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.142,0.2,0.05,1.0,0.2,0.0,0.4,0.0,0.4
55.57,32,0.2,0.0,0.6,5.093999999999999,1.0,0.2,0.086,0.4,0.0,0.4
55.57,32,0.4,0.64,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,32,0.2,0.06,0.2,0.00045999999999999996,1.0,0.2,0.0,0.4,0.0,0.4
55.57,16,0.2,0.094,0.2,0.092,1.0,0.2,0.084,0.4,0.0,0.4
55.57,16,0.2,0.0,0.2,0.0,1.0,0.2,0.004,0.4,0.0,0.4
55.57,16,0.4,0.47600000000000003,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,16,0.2,0.0,0.4,0.516,1.0,0.2,0.0,0.4,0.0,0.4
55.57,16,0.2,0.14,0.2,0.158,2.2,0.2,0.382,0.4,0.0,0.4
55.57,22,0.2,0.166,0.2,0.0,1.0,0.2,0.027999999999999997,0.4,0.0,0.4
55.57,16,0.2,0.14800000000000002,0.2,0.0,1.0,0.2,0.48,0.4,0.0,0.4
55.57,16,0.2,0.04,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.4,0.56,0.2,0.012,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.2,0.08,0.2,0.0005,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.2,0.17,0.4,0.4,1.0,0.2,0.08,0.4,0.0,0.4
55.57,15,0.2,0.0,0.2,0.17600000000000002,1.0,0.2,0.013999999999999999,0.4,0.0,0.4
55.57,15,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.4,0.44799999999999995,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.4,0.512,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.2,0.0,0.4,0.46399999999999997,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.2,0.02,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.4,0.424,0.4,0.64,1.0,0.6,9.654,0.4,0.0,0.4
55.57,13,0.2,0.05,0.2,0.00033999999999999997,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.2,0.062,0.2,0.0003,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.2,0.168,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.4,0.436,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.4,0.516,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,13,0.2,0.102,0.2,0.07400000000000001,1.0,0.2,0.0,0.4,0.0,0.4
55.57,21,0.2,0.018000000000000002,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,18,0.2,0.078,0.2,0.182,1.0,0.2,0.0,0.4,0.0,0.4
55.57,21,0.4,0.428,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,25,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,32,0.2,0.1,0.6,1.7819999999999998,1.0,0.2,0.036000000000000004,0.4,0.0,0.4
55.57,22,0.2,0.098,0.2,0.11,1.0,0.2,0.0,0.4,0.0,0.4
55.57,14,0.2,0.168,0.2,0.13,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.18,0.4,0.444,1.0,0.2,0.0,0.4,0.0,0.4
55.57,12,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,14,0.2,0.11800000000000001,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,36,0.2,0.004,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,14,0.4,0.5920000000000001,0.6,2.688,1.0,0.2,0.0,0.4,0.0,0.4
55.57,22,0.2,0.0,0.6,1.98,1.0,0.2,0.0,0.4,0.0,0.4
55.57,8,0.2,0.16,0.2,0.114,1.0,0.2,0.0,0.4,0.0,0.4
55.57,18,0.2,0.07200000000000001,0.2,0.10800000000000001,1.0,0.2,0.042,0.4,0.0,0.4
55.57,9,0.2,0.08800000000000001,0.2,0.106,1.0,0.2,0.0,0.4,0.0,0.4
55.57,16,0.2,0.102,0.2,0.1,1.0,0.2,0.018000000000000002,0.4,0.0,0.4
55.57,18,0.2,0.15,0.2,0.09,1.0,0.2,0.0,0.4,0.0,0.4
55.57,9,0.2,0.098,0.2,0.08,1.0,0.2,0.0,0.4,0.0,0.4
55.57,16,0.2,0.094,0.2,0.07400000000000001,1.0,0.2,0.0,0.4,0.0,0.4
55.57,14,0.2,0.048,0.2,0.008,1.0,0.2,0.0,0.4,0.0,0.4
55.57,18,0.2,0.04,0.2,0.0,1.0,0.2,0.0,0.4,0.0,0.4
55.57,15,0.2,0.0,0.2,0.0,1.0,0.2,0.064,0.4,0.0,0.4
